Time,DateTimeValue,Temp,TempSP,Comp1,Comp2,RevValve,Fan,Occupancy,Scheduled
11/06/2016 6:26:00 AM,42532.26806,22.1,23,Off,Off,Off,Off,0,FALSE
11/06/2016 6:11:00 AM,42532.25764,22.1,23,Off,Off,Off,Off,0,FALSE
11/06/2016 5:56:00 AM,42532.24722,22.2,23,Off,Off,Off,Off,0,FALSE
11/06/2016 5:41:00 AM,42532.23681,22.2,23,Off,Off,Off,Off,0,FALSE
11/06/2016 5:26:00 AM,42532.22639,22.3,23,Off,Off,Off,Off,0,FALSE
11/06/2016 5:11:00 AM,42532.21597,22.3,23,Off,Off,Off,Off,0,FALSE
11/06/2016 4:56:00 AM,42532.20556,22.3,23,Off,Off,Off,Off,0,FALSE
11/06/2016 4:41:00 AM,42532.19514,22.3,23,Off,Off,Off,Off,0,FALSE
11/06/2016 4:26:00 AM,42532.18472,22.3,23,Off,Off,Off,Off,0,FALSE
11/06/2016 4:11:00 AM,42532.17431,22.4,23,Off,Off,Off,Off,0,FALSE
11/06/2016 3:56:00 AM,42532.16389,22.4,23,Off,Off,Off,Off,0,FALSE
11/06/2016 3:41:00 AM,42532.15347,22.4,23,Off,Off,Off,Off,0,FALSE
11/06/2016 3:26:00 AM,42532.14306,22.5,23,Off,Off,Off,Off,0,FALSE
11/06/2016 3:11:00 AM,42532.13264,22.5,23,Off,Off,Off,Off,0,FALSE
11/06/2016 2:56:00 AM,42532.12222,22.5,23,Off,Off,Off,Off,0,FALSE
11/06/2016 2:41:00 AM,42532.11181,22.5,23,Off,Off,Off,Off,0,FALSE
11/06/2016 2:26:00 AM,42532.10139,22.5,23,Off,Off,Off,Off,0,FALSE
11/06/2016 2:11:00 AM,42532.09097,22.5,23,Off,Off,Off,Off,0,FALSE
11/06/2016 1:56:00 AM,42532.08056,22.5,23,Off,Off,Off,Off,0,FALSE
11/06/2016 1:41:00 AM,42532.07014,22.5,23,Off,Off,Off,Off,0,FALSE
11/06/2016 1:26:00 AM,42532.05972,22.5,23,Off,Off,Off,Off,0,FALSE
11/06/2016 1:11:00 AM,42532.04931,22.6,23,Off,Off,Off,Off,0,FALSE
11/06/2016 12:56:00 AM,42532.03889,22.6,23,Off,Off,Off,Off,0,FALSE
11/06/2016 12:41:00 AM,42532.02847,22.6,23,Off,Off,Off,Off,0,FALSE
11/06/2016 12:26:00 AM,42532.01806,22.6,23,Off,Off,Off,Off,0,FALSE
11/06/2016 12:11:00 AM,42532.00764,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 11:56:00 PM,42531.99722,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 11:41:00 PM,42531.98681,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 11:26:00 PM,42531.97639,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 11:11:00 PM,42531.96597,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 10:56:00 PM,42531.95556,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 10:41:00 PM,42531.94514,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 10:26:00 PM,42531.93472,22.9,23,Off,Off,Off,Off,0,FALSE
10/06/2016 10:11:00 PM,42531.92431,22.9,23,Off,Off,Off,Off,0,FALSE
10/06/2016 9:56:00 PM,42531.91389,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 9:41:00 PM,42531.90347,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 9:26:00 PM,42531.89306,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 9:11:00 PM,42531.88264,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 8:56:00 PM,42531.87222,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 8:41:00 PM,42531.86181,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 8:26:00 PM,42531.85139,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 8:11:00 PM,42531.84097,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 7:56:00 PM,42531.83056,22.9,23,Off,Off,Off,Off,0,FALSE
10/06/2016 7:41:00 PM,42531.82014,22.9,23,Off,Off,Off,Off,0,FALSE
10/06/2016 7:26:00 PM,42531.80972,22.9,23,Off,Off,Off,Off,0,FALSE
10/06/2016 7:11:00 PM,42531.79931,22.9,23,Off,Off,Off,Off,0,FALSE
10/06/2016 6:56:00 PM,42531.78889,23,23,Off,Off,Off,Off,0,FALSE
10/06/2016 6:41:00 PM,42531.77847,23,23,Off,Off,Off,Off,0,FALSE
10/06/2016 6:26:00 PM,42531.76806,23,23,Off,Off,Off,Off,0,FALSE
10/06/2016 6:11:00 PM,42531.75764,23.1,23,Off,Off,Off,Off,0,FALSE
10/06/2016 5:56:00 PM,42531.74722,23.1,23,Off,Off,Off,Off,0,FALSE
10/06/2016 5:41:00 PM,42531.73681,23.2,23,Off,Off,Off,Off,0,FALSE
10/06/2016 5:26:00 PM,42531.72639,23.2,23,Off,Off,Off,Off,0,FALSE
10/06/2016 5:11:00 PM,42531.71597,23.2,23,Off,Off,Off,Off,0,FALSE
10/06/2016 4:56:00 PM,42531.70556,23.3,23,Off,Off,Off,Off,0,FALSE
10/06/2016 4:41:00 PM,42531.69514,23.4,23,Off,Off,Off,Off,0,FALSE
10/06/2016 4:26:00 PM,42531.68472,23.5,23,Off,Off,Off,On ,0,FALSE
10/06/2016 4:11:00 PM,42531.67431,23.6,23,Off,Off,Off,On ,0,FALSE
10/06/2016 3:56:00 PM,42531.66389,23.7,23,Off,Off,Off,On ,0,FALSE
10/06/2016 3:41:00 PM,42531.65347,23.8,23,Off,Off,Off,On ,0,FALSE
10/06/2016 3:26:00 PM,42531.64306,23.8,23,Off,Off,Off,On ,0,FALSE
10/06/2016 3:11:00 PM,42531.63264,23.9,23,Off,Off,Off,On ,0,FALSE
10/06/2016 2:56:00 PM,42531.62222,23.9,23,Off,Off,Off,On ,0,FALSE
10/06/2016 2:41:00 PM,42531.61181,23.8,23,Off,Off,Off,On ,0,FALSE
10/06/2016 2:26:00 PM,42531.60139,23.5,23,Off,Off,Off,On ,0,FALSE
10/06/2016 2:11:00 PM,42531.59097,23.1,23,On ,Off,Off,On ,0,FALSE
10/06/2016 1:56:00 PM,42531.58056,23.4,23,On ,Off,Off,On ,0,FALSE
10/06/2016 1:41:00 PM,42531.57014,23.9,23,Off,Off,Off,On ,0,FALSE
10/06/2016 1:26:00 PM,42531.55972,23.4,23,Off,Off,Off,On ,0,FALSE
10/06/2016 1:11:00 PM,42531.54931,23.1,23,On ,Off,Off,On ,0,FALSE
10/06/2016 12:56:00 PM,42531.53889,23.5,23,On ,Off,Off,On ,0,FALSE
10/06/2016 12:41:00 PM,42531.52847,23.2,23,On ,Off,Off,On ,0,FALSE
10/06/2016 12:26:00 PM,42531.51806,23.6,23,On ,Off,Off,On ,0,FALSE
10/06/2016 12:11:00 PM,42531.50764,23.1,23,On ,Off,Off,On ,0,FALSE
10/06/2016 11:56:00 AM,42531.49722,23.5,23,On ,Off,Off,On ,0,FALSE
10/06/2016 11:41:00 AM,42531.48681,23.2,23,On ,Off,Off,On ,0,FALSE
10/06/2016 11:26:00 AM,42531.47639,23.4,23,On ,Off,Off,On ,0,FALSE
10/06/2016 11:11:00 AM,42531.46597,23.6,23,Off,Off,Off,On ,0,FALSE
10/06/2016 10:56:00 AM,42531.45556,23.1,23,On ,Off,Off,On ,0,FALSE
10/06/2016 10:41:00 AM,42531.44514,23.3,23,On ,Off,Off,On ,0,FALSE
10/06/2016 10:26:00 AM,42531.43472,23.4,23,On ,Off,Off,On ,28,TRUE
10/06/2016 10:11:00 AM,42531.42431,23.4,23,On ,Off,Off,On ,28,TRUE
10/06/2016 9:56:00 AM,42531.41389,23.4,23,On ,Off,Off,On ,28,TRUE
10/06/2016 9:41:00 AM,42531.40347,23.3,23,On ,Off,Off,On ,28,TRUE
10/06/2016 9:26:00 AM,42531.39306,23.4,23,On ,Off,Off,On ,28,TRUE
10/06/2016 9:11:00 AM,42531.38264,23.3,23,On ,Off,Off,On ,28,TRUE
10/06/2016 8:56:00 AM,42531.37222,23.7,23,On ,Off,Off,On ,28,TRUE
10/06/2016 8:41:00 AM,42531.36181,23.2,23,Off,Off,Off,On ,28,TRUE
10/06/2016 8:26:00 AM,42531.35139,22.8,23,Off,Off,Off,On ,0,FALSE
10/06/2016 8:11:00 AM,42531.34097,22.6,23,Off,Off,Off,On ,0,FALSE
10/06/2016 7:56:00 AM,42531.33056,22.5,23,Off,Off,Off,On ,0,FALSE
10/06/2016 7:41:00 AM,42531.32014,22.5,23,Off,Off,Off,Off,0,FALSE
10/06/2016 7:26:00 AM,42531.30972,22.5,23,Off,Off,Off,Off,0,FALSE
10/06/2016 7:11:00 AM,42531.29931,22.5,23,Off,Off,Off,Off,0,FALSE
10/06/2016 6:56:00 AM,42531.28889,22.5,23,Off,Off,Off,Off,0,FALSE
10/06/2016 6:41:00 AM,42531.27847,22.5,23,Off,Off,Off,Off,0,FALSE
10/06/2016 6:26:00 AM,42531.26806,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 6:11:00 AM,42531.25764,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 5:56:00 AM,42531.24722,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 5:41:00 AM,42531.23681,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 5:26:00 AM,42531.22639,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 5:11:00 AM,42531.21597,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 4:56:00 AM,42531.20556,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 4:41:00 AM,42531.19514,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 4:26:00 AM,42531.18472,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 4:11:00 AM,42531.17431,22.6,23,Off,Off,Off,Off,0,FALSE
10/06/2016 3:56:00 AM,42531.16389,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 3:41:00 AM,42531.15347,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 3:26:00 AM,42531.14306,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 3:11:00 AM,42531.13264,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 2:56:00 AM,42531.12222,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 2:41:00 AM,42531.11181,22.7,23,Off,Off,Off,Off,0,FALSE
10/06/2016 2:26:00 AM,42531.10139,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 2:11:00 AM,42531.09097,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 1:56:00 AM,42531.08056,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 1:41:00 AM,42531.07014,22.8,23,Off,Off,Off,Off,0,FALSE
10/06/2016 1:26:00 AM,42531.05972,22.9,23,Off,Off,Off,Off,0,FALSE
10/06/2016 1:11:00 AM,42531.04931,22.9,23,Off,Off,Off,Off,0,FALSE
10/06/2016 12:56:00 AM,42531.03889,23,23,Off,Off,Off,Off,0,FALSE
10/06/2016 12:41:00 AM,42531.02847,23,23,Off,Off,Off,Off,0,FALSE
10/06/2016 12:26:00 AM,42531.01806,23.1,23,Off,Off,Off,Off,0,FALSE
10/06/2016 12:11:00 AM,42531.00764,23.2,23,Off,Off,Off,On ,0,FALSE
9/06/2016 11:56:00 PM,42530.99722,23.3,23,Off,Off,Off,On ,0,FALSE
9/06/2016 11:41:00 PM,42530.98681,23.3,23,Off,Off,Off,On ,0,FALSE
9/06/2016 11:26:00 PM,42530.97639,23.3,23,Off,Off,Off,On ,0,FALSE
9/06/2016 11:11:00 PM,42530.96597,23.4,23,Off,Off,Off,On ,0,FALSE
9/06/2016 10:56:00 PM,42530.95556,23.4,23,Off,Off,Off,On ,0,FALSE
9/06/2016 10:41:00 PM,42530.94514,23.4,23,Off,Off,Off,On ,0,FALSE
9/06/2016 10:26:00 PM,42530.93472,23.4,23,Off,Off,Off,On ,0,FALSE
9/06/2016 10:11:00 PM,42530.92431,23.4,23,Off,Off,Off,On ,0,FALSE
9/06/2016 9:56:00 PM,42530.91389,23.5,23,Off,Off,Off,On ,0,FALSE
9/06/2016 9:41:00 PM,42530.90347,23.5,23,Off,Off,Off,On ,0,FALSE
9/06/2016 9:26:00 PM,42530.89306,23.5,23,Off,Off,Off,On ,0,FALSE
9/06/2016 9:11:00 PM,42530.88264,23.5,23,Off,Off,Off,On ,0,FALSE
9/06/2016 8:56:00 PM,42530.87222,23.5,23,Off,Off,Off,On ,0,FALSE
9/06/2016 8:41:00 PM,42530.86181,23.6,23,Off,Off,Off,On ,0,FALSE
9/06/2016 8:26:00 PM,42530.85139,23.6,23,Off,Off,Off,On ,30,TRUE
9/06/2016 8:11:00 PM,42530.84097,23.6,23,Off,Off,Off,On ,30,TRUE
9/06/2016 7:56:00 PM,42530.83056,23.6,23,Off,Off,Off,On ,30,TRUE
9/06/2016 7:41:00 PM,42530.82014,23.7,23,Off,Off,Off,On ,30,TRUE
9/06/2016 7:26:00 PM,42530.80972,23.7,23,Off,Off,Off,On ,30,TRUE
9/06/2016 7:11:00 PM,42530.79931,23.8,23,Off,Off,Off,On ,30,TRUE
9/06/2016 6:56:00 PM,42530.78889,23.9,23,Off,Off,Off,On ,30,TRUE
9/06/2016 6:41:00 PM,42530.77847,23.9,23,Off,Off,Off,On ,30,TRUE
9/06/2016 6:26:00 PM,42530.76806,23.6,23,Off,Off,Off,On ,0,FALSE
9/06/2016 6:11:00 PM,42530.75764,23.2,23,On ,Off,Off,On ,0,FALSE
9/06/2016 5:56:00 PM,42530.74722,23.4,23,On ,Off,Off,On ,0,FALSE
9/06/2016 5:41:00 PM,42530.73681,23.8,23,Off,Off,Off,On ,0,FALSE
9/06/2016 5:26:00 PM,42530.72639,23.5,23,Off,Off,Off,On ,0,FALSE
9/06/2016 5:11:00 PM,42530.71597,23.2,23,On ,Off,Off,On ,0,FALSE
9/06/2016 4:56:00 PM,42530.70556,23.3,23,On ,Off,Off,On ,0,FALSE
9/06/2016 4:41:00 PM,42530.69514,23.9,23,Off,Off,Off,On ,0,FALSE
9/06/2016 4:26:00 PM,42530.68472,23.9,23,Off,Off,Off,On ,0,FALSE
9/06/2016 4:11:00 PM,42530.67431,23.8,23,Off,Off,Off,On ,0,FALSE
9/06/2016 3:56:00 PM,42530.66389,23.8,23,Off,Off,Off,On ,0,FALSE
9/06/2016 3:41:00 PM,42530.65347,23.8,23,Off,Off,Off,On ,0,FALSE
9/06/2016 3:26:00 PM,42530.64306,23.9,23,Off,Off,Off,On ,0,FALSE
9/06/2016 3:11:00 PM,42530.63264,23.6,23,Off,Off,Off,On ,0,FALSE
9/06/2016 2:56:00 PM,42530.62222,23.2,23,On ,Off,Off,On ,30,TRUE
9/06/2016 2:41:00 PM,42530.61181,23.6,23,On ,Off,Off,On ,30,TRUE
9/06/2016 2:26:00 PM,42530.60139,23.2,23,On ,Off,Off,On ,30,TRUE
9/06/2016 2:11:00 PM,42530.59097,23.8,23,On ,Off,Off,On ,30,TRUE
9/06/2016 1:56:00 PM,42530.58056,23.4,23,On ,Off,Off,On ,30,TRUE
9/06/2016 1:41:00 PM,42530.57014,23.1,23,On ,Off,Off,On ,30,TRUE
9/06/2016 1:26:00 PM,42530.55972,23.8,23,On ,Off,Off,On ,30,TRUE
9/06/2016 1:11:00 PM,42530.54931,23.7,23,Off,Off,Off,On ,30,TRUE
9/06/2016 12:56:00 PM,42530.53889,23.6,23,Off,Off,Off,On ,0,FALSE
9/06/2016 12:41:00 PM,42530.52847,23.6,23,Off,Off,Off,On ,0,FALSE
9/06/2016 12:26:00 PM,42530.51806,23.6,23,Off,Off,Off,On ,0,FALSE
9/06/2016 12:11:00 PM,42530.50764,23.6,23,Off,Off,Off,On ,0,FALSE
9/06/2016 11:56:00 AM,42530.49722,23.5,23,Off,Off,Off,On ,0,FALSE
9/06/2016 11:41:00 AM,42530.48681,23.4,23,Off,Off,Off,On ,0,FALSE
9/06/2016 11:26:00 AM,42530.47639,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 11:11:00 AM,42530.46597,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 10:56:00 AM,42530.45556,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 10:41:00 AM,42530.44514,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 10:26:00 AM,42530.43472,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 10:11:00 AM,42530.42431,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 9:56:00 AM,42530.41389,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 9:41:00 AM,42530.40347,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 9:26:00 AM,42530.39306,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 9:11:00 AM,42530.38264,23.4,23,Off,Off,Off,On ,30,TRUE
9/06/2016 8:56:00 AM,42530.37222,23.5,23,Off,Off,Off,On ,30,TRUE
9/06/2016 8:41:00 AM,42530.36181,23.6,23,Off,Off,Off,On ,30,TRUE
9/06/2016 8:26:00 AM,42530.35139,23.8,23,Off,Off,Off,On ,0,TRUE
9/06/2016 8:11:00 AM,42530.34097,23.8,23,Off,Off,Off,On ,0,TRUE
